#OG_name	GCF_021155775.1_iyNeoPine1.1_protein.faa	GCF_021901455.1_iyNeoLeco1.1_protein.faa	GCF_021901495.1_iyNeoVirg1.1_protein.faa	GCF_021155785.1_iyNeoFabr1.1_protein.faa	GCF_021155765.1_iyDipSimi1.1_protein.faa
OG_5819	XP_046476359.1 XP_046476360.1 XP_046476363.1	XP_015514788.1 XP_046592596.1 XP_046592597.1	XP_046616464.1	XP_046420093.1 XP_046420095.1 XP_046420096.1	XP_046742854.1
OG_5820	XP_046476366.1 XP_046476367.1 XP_046476368.1 XP_046476369.1 XP_046476370.1 XP_046476371.1 XP_046476372.1	XP_015514657.2 XP_046592288.1 XP_046592289.1 XP_046592290.1 XP_046592291.1 XP_046592292.1 XP_046592293.1	XP_046617463.1 XP_046617464.1 XP_046617465.1 XP_046617466.1 XP_046617467.1 XP_046617468.1	XP_046422902.1 XP_046422903.1 XP_046422904.1 XP_046422905.1 XP_046422906.1 XP_046422907.1	XP_046741240.1 XP_046741242.1 XP_046741243.1 XP_046741244.1 XP_046741245.1 XP_046741246.1 XP_046741247.1
OG_5821	XP_046476376.1 XP_046476386.1	XP_015519047.2 XP_015519048.2	XP_046614712.1 XP_046614720.1	XP_046418853.1 XP_046418862.1	XP_046737169.1
OG_5822	XP_046476378.1 XP_046476379.1 XP_046476380.1 XP_046476381.1	XP_015515604.2 XP_015515596.2 XP_046592297.1	XP_046614457.1 XP_046614458.1 XP_046614459.1	XP_046420683.1 XP_046420684.1 XP_046420685.1 XP_046420686.1	
OG_5823	XP_046476387.1 XP_046476388.1	XP_015515436.2	XP_046616572.1 XP_046616573.1	XP_046422531.1 XP_046422532.1	XP_046740909.1
OG_5824	XP_046476391.1 XP_046476392.1 XP_046476393.1	XP_015514660.2 XP_046592298.1 XP_046592299.1	XP_046617470.1 XP_046617471.1 XP_046617472.1 XP_046617473.1	XP_046422913.1 XP_046422910.1 XP_046422911.1 XP_046422912.1	XP_046741218.1 XP_046741219.1 XP_046741220.1
OG_5825	XP_046476394.1 XP_046476395.1 XP_046476396.1	XP_046592302.1 XP_046592300.1 XP_015514670.2	XP_046617478.1 XP_046617479.1 XP_046617475.1 XP_046617476.1 XP_046617477.1	XP_046422918.1	
OG_5826	XP_046476398.1 XP_046476408.1 XP_046476417.1	XP_046601233.1 XP_015519034.1 XP_046601228.1	XP_046614750.1 XP_046614732.1 XP_046614741.1	XP_046419067.1 XP_046419077.1 XP_046419086.1	XP_046737188.1 XP_046737180.1
OG_5827	XP_046476399.1 XP_046476400.1	XP_046592303.1 XP_015515649.2	XP_046616577.1 XP_046616578.1	XP_046422537.1 XP_046422536.1	
OG_5828	XP_046476401.1 XP_046476402.1 XP_046476403.1 XP_046476404.1	XP_015514659.1 XP_046592305.1 XP_046592306.1	XP_046617480.1 XP_046617481.1 XP_046617482.1 XP_046617483.1	XP_046422914.1 XP_046422915.1	XP_046741222.1 XP_046741223.1 XP_046741221.1
OG_5829	XP_046476406.1 XP_046476407.1 XP_046476409.1 XP_046476410.1	XP_015515618.1 XP_046592307.1 XP_015515625.1	XP_046616582.1 XP_046616580.1 XP_046616581.1	XP_046422539.1 XP_046422540.1 XP_046422541.1	XP_046740924.1 XP_046740925.1
OG_5830	XP_046476411.1 XP_046476412.1	XP_015515473.2	XP_046616583.1 XP_046616584.1 XP_046616585.1	XP_046422542.1 XP_046422543.1	XP_046740922.1 XP_046740923.1
OG_5831	XP_046476414.1 XP_046476415.1 XP_046476416.1	XP_046592725.1		XP_046422545.1 XP_046422546.1 XP_046422544.1	
OG_5832	XP_046476419.1 XP_046476420.1 XP_046476421.1	XP_046592614.1 XP_046592615.1 XP_015510364.1	XP_046613894.1 XP_046613895.1 XP_046613896.1	XP_046424027.1 XP_046424028.1 XP_046424029.1	XP_046741786.1
OG_5833	XP_046476424.1 XP_046476425.1 XP_046476426.1 XP_046476428.1 XP_046476429.1 XP_046476430.1 XP_046476431.1 XP_046476432.1	XP_046592616.1 XP_046592617.1 XP_046592618.1 XP_046592619.1 XP_046592620.1 XP_046592621.1 XP_015512489.2	XP_046613853.1 XP_046613854.1 XP_046613855.1 XP_046613856.1 XP_046613857.1 XP_046613858.1 XP_046613859.1	XP_046420129.1 XP_046420130.1 XP_046420125.1 XP_046420126.1 XP_046420127.1 XP_046420128.1	XP_046744038.1 XP_046744036.1
OG_5834	XP_046476438.1 XP_046476439.1 XP_046476440.1 XP_046476437.1	XP_046592655.1 XP_015513631.1 XP_046592656.1 XP_015513632.1	XP_046613954.1 XP_046613955.1 XP_046613956.1 XP_046613957.1	XP_046422145.1 XP_046422146.1 XP_046422147.1	XP_046740715.1 XP_046740716.1
OG_5835	XP_046476444.1 XP_046476445.1 XP_046476446.1 XP_046476447.1 XP_046476448.1 XP_046476449.1 XP_046476451.1 XP_046476452.1	XP_046592639.1	XP_046616958.1	XP_046421009.1	XP_046741596.1 XP_046741597.1 XP_046741598.1 XP_046741599.1 XP_046741600.1
OG_5836	XP_046476454.1 XP_046476453.1	XP_046592625.1 XP_015513935.1	XP_046613987.1 XP_046613988.1 XP_046613989.1	XP_046420265.1 XP_046420264.1	XP_046741927.1
OG_5837	XP_046476460.1 XP_046476461.1 XP_046476462.1 XP_046476463.1 XP_046476464.1 XP_046476465.1 XP_046476466.1	XP_046592637.1 XP_015516044.1 XP_015516045.1 XP_046592636.1 XP_046592638.1	XP_046613899.1 XP_046613901.1 XP_046613902.1 XP_046613903.1 XP_046613904.1 XP_046613905.1 XP_046613906.1	XP_046420135.1 XP_046420136.1 XP_046420137.1 XP_046420138.1 XP_046420139.1 XP_046420140.1	XP_046741433.1 XP_046741434.1 XP_046741435.1
OG_5838	XP_046476468.1 XP_046476469.1 XP_046476470.1 XP_046476471.1 XP_046476472.1 XP_046476473.1	XP_046592641.1 XP_046592642.1 XP_015519981.1 XP_015519982.2 XP_015519983.1	XP_046618171.1 XP_046618172.1 XP_046618173.1 XP_046618174.1 XP_046618175.1	XP_046420161.1 XP_046420157.1 XP_046420158.1 XP_046420159.1 XP_046420160.1	XP_046743719.1 XP_046743720.1
OG_5839	XP_046476481.1 XP_046476475.1	XP_046592313.1 XP_015520600.1	XP_046610894.1 XP_046610898.1	XP_046418091.1	XP_046751655.1
OG_5840	XP_046476487.1 XP_046476488.1 XP_046476489.1 XP_046476490.1 XP_046476491.1 XP_046476492.1 XP_046476493.1	XP_046592674.1 XP_046592675.1 XP_046592673.1 XP_015515148.1 XP_015515149.1 XP_046592676.1 XP_046592677.1	XP_046614153.1 XP_046614154.1 XP_046614155.1 XP_046614156.1 XP_046614157.1 XP_046614158.1 XP_046614159.1	XP_046424008.1 XP_046424009.1 XP_046424010.1 XP_046424011.1 XP_046424012.1 XP_046424014.1	XP_046742077.1 XP_046742078.1 XP_046742080.1 XP_046742081.1 XP_046742082.1 XP_046742083.1
OG_5841	XP_046476502.1 XP_046476503.1 XP_046476499.1 XP_046476501.1	XP_046592310.1 XP_046592311.1 XP_046592312.1 XP_015516120.2	XP_046617670.1 XP_046617671.1 XP_046617672.1 XP_046617669.1	XP_046420193.1 XP_046420194.1 XP_046420190.1 XP_046420191.1	XP_046743486.1
OG_5842	XP_046476504.1 XP_046476505.1 XP_046476506.1 XP_046476507.1 XP_046476508.1 XP_046476509.1	XP_046592664.1 XP_046592666.1 XP_046592667.1 XP_046592668.1 XP_015513336.1 XP_015513338.1	XP_046613967.1 XP_046613968.1 XP_046613969.1 XP_046613970.1 XP_046613971.1	XP_046423457.1 XP_046423458.1 XP_046423454.1 XP_046423455.1 XP_046423456.1	XP_046743686.1 XP_046743688.1 XP_046743689.1 XP_046743690.1 XP_046743691.1
OG_5843	XP_046476511.1 XP_046476512.1 XP_046476513.1 XP_046476514.1	XP_015522932.1 XP_015522930.1 XP_046593692.1 XP_015522931.1	XP_046616199.1 XP_046616200.1 XP_046616202.1 XP_046616203.1	XP_046422671.1 XP_046422673.1 XP_046422674.1 XP_046422675.1 XP_046422676.1	XP_046741799.1 XP_046741800.1 XP_046741795.1 XP_046741796.1 XP_046741797.1
OG_5844	XP_046476515.1 XP_046476516.1 XP_046476517.1	XP_046593695.1 XP_046593694.1 XP_015522929.1	XP_046616214.1 XP_046616213.1 XP_046616216.1	XP_046422689.1 XP_046422690.1 XP_046422692.1	XP_046741801.1
OG_5845	XP_046476529.1 XP_046476530.1 XP_046476531.1 XP_046476532.1	XP_046592383.1 XP_046592385.1 XP_046592386.1 XP_046592387.1	XP_046616974.1 XP_046616971.1 XP_046616972.1 XP_046616973.1	XP_046420210.1 XP_046420211.1 XP_046420212.1 XP_046420213.1	XP_046742722.1 XP_046742723.1
OG_5846	XP_046476536.1 XP_046476537.1 XP_046476539.1	XP_015522643.1 XP_046593548.1 XP_046593549.1	XP_046613995.1 XP_046613996.1 XP_046613997.1	XP_046420261.1 XP_046420262.1 XP_046420263.1	XP_046741863.1 XP_046741864.1 XP_046741865.1
OG_5847	XP_046476538.1 XP_046476546.1	XP_046592905.1 XP_015524888.1	XP_046612209.1 XP_046612201.1	XP_046417725.1 XP_046417734.1	XP_046736859.1
OG_5848	XP_046476542.1 XP_046476543.1 XP_046476544.1 XP_046476541.1	XP_046593799.1 XP_015513921.1 XP_015513923.1 XP_046593800.1	XP_046614006.1 XP_046614007.1 XP_046614008.1 XP_046614009.1	XP_046420267.1 XP_046420268.1 XP_046420269.1 XP_046420270.1	XP_046741966.1 XP_046741967.1 XP_046741968.1 XP_046741969.1
OG_5849	XP_046476550.1 XP_046476551.1 XP_046476552.1 XP_046476549.1	XP_046592704.1 XP_046592705.1 XP_015522465.1 XP_015522466.1	XP_046614150.1 XP_046614151.1 XP_046614152.1 XP_046614149.1	XP_046420323.1 XP_046420324.1 XP_046420325.1 XP_046420326.1	XP_046741604.1 XP_046741605.1
OG_5850	XP_046476554.1 XP_046476555.1	XP_015515870.2 XP_046592709.1	XP_046613526.1 XP_046613525.1	XP_046421661.1 XP_046421662.1 XP_046421664.1	XP_046743131.1 XP_046743132.1
OG_5851	XP_046476558.1 XP_046476560.1 XP_046476556.1 XP_046476557.1	XP_046592710.1 XP_046592711.1 XP_046592712.1 XP_046592713.1	XP_046613574.1 XP_046613575.1 XP_046613576.1 XP_046613577.1	XP_046421737.1 XP_046421738.1 XP_046421739.1	XP_046743166.1 XP_046743168.1
OG_5852	XP_046476566.1 XP_046476567.1 XP_046476565.1	XP_015512011.1 XP_046594562.1 XP_015512010.1	XP_046616755.1 XP_046616756.1 XP_046616757.1	XP_046423409.1 XP_046423410.1 XP_046423408.1	XP_046741588.1 XP_046741589.1
OG_5853	XP_046476583.1 XP_046476592.1 XP_046476599.1 XP_046476570.1 XP_046476606.1 XP_046476577.1	XP_046592921.1 XP_046592923.1 XP_046592926.1 XP_046592929.1 XP_015524892.1 XP_046592932.1	XP_046612266.1 XP_046612235.1 XP_046612244.1 XP_046612277.1 XP_046612251.1 XP_046612287.1 XP_046612259.1	XP_046417761.1 XP_046417793.1 XP_046417768.1 XP_046417802.1 XP_046417777.1 XP_046417812.1 XP_046417783.1	XP_046744536.1 XP_046744545.1 XP_046744553.1
OG_5854	XP_046472615.1 XP_046476578.1 XP_046491882.1		XP_046619689.1 XP_046613884.1	XP_046422341.1	
OG_5855	XP_046476588.1 XP_046476589.1 XP_046476590.1 XP_046476591.1 XP_046476593.1 XP_046476594.1 XP_046476595.1 XP_046476596.1 XP_046476597.1 XP_046476598.1	XP_046592714.1 XP_046592715.1 XP_046592716.1 XP_046592717.1 XP_046592718.1 XP_046592719.1 XP_046592720.1 XP_015514325.2 XP_046592721.1 XP_046592722.1	XP_046614188.1 XP_046614189.1 XP_046614191.1 XP_046614192.1 XP_046614193.1 XP_046614194.1 XP_046614195.1 XP_046614196.1 XP_046614197.1 XP_046614198.1	XP_046420340.1 XP_046420341.1 XP_046420342.1 XP_046420343.1 XP_046420344.1 XP_046420345.1 XP_046420346.1 XP_046420348.1 XP_046420349.1 XP_046420350.1	XP_046741686.1 XP_046741687.1 XP_046741688.1 XP_046741689.1 XP_046741691.1 XP_046741692.1 XP_046741693.1 XP_046741694.1 XP_046741695.1
OG_5856	XP_046476601.1 XP_046476602.1	XP_046595158.1 XP_046595159.1	XP_046614203.1 XP_046614204.1	XP_046420353.1 XP_046420352.1	XP_046742022.1 XP_046742023.1 XP_046742020.1 XP_046742021.1
OG_5857	XP_046476603.1 XP_046476604.1	XP_015516560.2 XP_015516562.2	XP_046616396.1 XP_046616397.1	XP_046422577.1 XP_046422576.1	XP_046742955.1
OG_5858	XP_046476607.1 XP_046476605.1	XP_046592751.1 XP_015516546.1	XP_046616398.1 XP_046616399.1	XP_046422578.1 XP_046422579.1	XP_046742038.1
OG_5859	XP_046476608.1 XP_046476609.1 XP_046476610.1 XP_046476611.1	XP_046592752.1 XP_015516532.1 XP_015516533.1 XP_046592753.1	XP_046616400.1 XP_046616401.1 XP_046616402.1 XP_046616403.1	XP_046422580.1 XP_046422581.1 XP_046422582.1 XP_046422583.1	XP_046742039.1
OG_5860	XP_046476629.1 XP_046476630.1 XP_046476631.1 XP_046476632.1 XP_046476633.1 XP_046476635.1 XP_046476636.1 XP_046476637.1 XP_046476638.1	XP_046594673.1 XP_046594674.1 XP_046594675.1 XP_046594676.1 XP_046594677.1 XP_046594678.1 XP_046594679.1 XP_046594680.1 XP_046594681.1	XP_046614342.1 XP_046614343.1 XP_046614344.1 XP_046614345.1 XP_046614346.1 XP_046614347.1 XP_046614348.1 XP_046614339.1 XP_046614340.1	XP_046420498.1 XP_046420499.1 XP_046420500.1 XP_046420501.1 XP_046420502.1 XP_046420503.1 XP_046420504.1 XP_046420505.1 XP_046420507.1	XP_046742267.1 XP_046742268.1 XP_046742269.1 XP_046742270.1 XP_046742271.1 XP_046742272.1 XP_046742273.1
OG_5861	XP_046476639.1 XP_046476640.1 XP_046476641.1	XP_015513776.1 XP_015513696.1 XP_046594682.1	XP_046614350.1 XP_046614351.1 XP_046614349.1	XP_046420801.1 XP_046420802.1 XP_046420803.1	XP_046742412.1
OG_5862	XP_046476646.1 XP_046476647.1 XP_046476648.1 XP_046476650.1 XP_046476651.1 XP_046476652.1 XP_046476653.1 XP_046476654.1 XP_046476642.1 XP_046476643.1 XP_046476644.1 XP_046476645.1	XP_046594036.1 XP_046594037.1 XP_046594038.1 XP_046594039.1 XP_046594040.1 XP_046594041.1 XP_046594044.1 XP_046594045.1 XP_046594046.1 XP_046594047.1 XP_046594048.1	XP_046614353.1 XP_046614354.1 XP_046614355.1 XP_046614356.1 XP_046614357.1 XP_046614358.1 XP_046614359.1 XP_046614360.1 XP_046614361.1 XP_046614363.1 XP_046614364.1 XP_046614365.1	XP_046420805.1 XP_046420806.1 XP_046420807.1 XP_046420808.1 XP_046420810.1 XP_046420811.1 XP_046420812.1 XP_046420813.1 XP_046420814.1 XP_046420816.1 XP_046420817.1 XP_046420818.1	XP_046743662.1 XP_046743660.1 XP_046743661.1
OG_5863	XP_046476649.1 XP_046476682.1 XP_046476688.1 XP_046476660.1 XP_046476696.1 XP_046476666.1 XP_046476704.1 XP_046476675.1	XP_046592970.1 XP_046592974.1 XP_046592981.1 XP_046592983.1 XP_046592988.1 XP_046592991.1 XP_046592994.1 XP_046592964.1	XP_046612359.1 XP_046612395.1 XP_046612332.1 XP_046612367.1 XP_046612342.1 XP_046612376.1 XP_046612351.1 XP_046612385.1 XP_046612323.1	XP_046417890.1 XP_046417859.1 XP_046417898.1 XP_046417868.1 XP_046417875.1 XP_046417907.1 XP_046417850.1 XP_046417883.1	XP_046736918.1 XP_046736928.1 XP_046736939.1 XP_046736908.1
OG_5864	XP_046476655.1 XP_046476656.1 XP_046476657.1 XP_046476658.1 XP_046476661.1	XP_046594683.1 XP_046594684.1 XP_046594685.1 XP_046594686.1 XP_046594687.1	XP_046614366.1 XP_046614367.1 XP_046614368.1 XP_046614369.1 XP_046614370.1 XP_046614371.1	XP_046420819.1 XP_046420820.1 XP_046420821.1 XP_046420822.1 XP_046420823.1	XP_046743038.1 XP_046743039.1
OG_5865	XP_046477126.1 XP_046477830.1 XP_046477478.1 XP_046477737.1 XP_046476972.1 XP_046477996.1 XP_046476816.1 XP_046477650.1 XP_046476659.1 XP_046477396.1 XP_046477044.1 XP_046477910.1 XP_046476887.1 XP_046477301.1 XP_046477563.1 XP_046477213.1 XP_046476738.1	XP_046592390.1 XP_046592424.1 XP_046592393.1 XP_046592365.1 XP_046592398.1 XP_046592430.1 XP_046592401.1 XP_046592436.1 XP_046592373.1 XP_046592406.1 XP_046592409.1 XP_046592377.1 XP_046592444.1 XP_046592414.1 XP_046592384.1 XP_046592449.1 XP_046592418.1	XP_046617191.1 XP_046617960.1 XP_046617280.1 XP_046617451.1 XP_046617709.1 XP_046618479.1 XP_046617360.1 XP_046618227.1 XP_046617876.1 XP_046618390.1 XP_046617625.1 XP_046618137.1 XP_046618237.1 XP_046618303.1 XP_046617792.1 XP_046618048.1 XP_046617541.1	XP_046436642.1 XP_046436643.1 XP_046436644.1 XP_046436645.1 XP_046436646.1 XP_046436647.1 XP_046436648.1 XP_046436649.1 XP_046436650.1 XP_046436651.1 XP_046436653.1 XP_046436654.1 XP_046436655.1 XP_046436656.1 XP_046436638.1 XP_046436639.1 XP_046436640.1	XP_046744585.1 XP_046744682.1 XP_046744610.1 XP_046744620.1 XP_046744654.1 XP_046744689.1 XP_046744594.1 XP_046744628.1 XP_046744664.1 XP_046744602.1 XP_046744699.1 XP_046744636.1 XP_046744673.1 XP_046744578.1 XP_046744645.1
OG_5866	XP_046476676.1 XP_046476677.1	XP_046592736.1 XP_015517331.2	XP_046614223.1 XP_046614224.1	XP_046424042.1 XP_046424043.1	XP_046742995.1 XP_046742996.1
OG_5867	XP_046476681.1 XP_046476683.1	XP_046592772.1 XP_046592773.1	XP_046614241.1 XP_046614242.1	XP_046420361.1 XP_046420360.1	XP_046740671.1 XP_046740672.1
OG_5868	XP_046481353.1	XP_046595675.1	XP_046618702.1	XP_046431288.1	
OG_5869	XP_046476710.1 XP_046476711.1 XP_046476712.1 XP_046476709.1	XP_046592646.1 XP_046592643.1 XP_046592644.1 XP_046592645.1	XP_046613939.1 XP_046613940.1 XP_046613941.1 XP_046613942.1 XP_046613943.1 XP_046613944.1	XP_046420170.1 XP_046420165.1 XP_046420166.1 XP_046420167.1	XP_046740737.1
OG_5870	XP_046476714.1 XP_046476715.1 XP_046476716.1	XP_015512384.1 XP_046594071.1 XP_046594072.1	XP_046616278.1 XP_046616276.1 XP_046616277.1	XP_046420476.1 XP_046420477.1 XP_046420478.1	XP_046742806.1 XP_046742807.1 XP_046742805.1
OG_5871	XP_046476719.1 XP_046476720.1 XP_046476721.1 XP_046476722.1 XP_046476723.1 XP_046476724.1 XP_046476725.1	XP_015512243.1 XP_015512244.1 XP_046592797.1 XP_015512242.1 XP_046592799.1 XP_046592800.1 XP_015512245.1	XP_046614086.1 XP_046614087.1 XP_046614088.1 XP_046614089.1 XP_046614091.1 XP_046614084.1 XP_046614085.1	XP_046420372.1 XP_046420373.1 XP_046420374.1 XP_046420375.1 XP_046420377.1 XP_046420378.1 XP_046420379.1	XP_046740704.1 XP_046740705.1 XP_046740706.1 XP_046740707.1 XP_046740708.1
OG_5872	XP_046476732.1 XP_046476733.1	XP_046593434.1 XP_015514365.2	XP_046614256.1 XP_046614257.1	XP_046421525.1 XP_046421526.1	XP_046742883.1 XP_046742884.1
OG_5873	XP_046476735.1 XP_046476736.1	XP_046592726.1 XP_015524990.1	XP_046615855.1 XP_046615853.1	XP_046421127.1	XP_046743224.1 XP_046743225.1
OG_5874	XP_046476737.1 XP_046476739.1	XP_046592727.1 XP_015524989.1	XP_046615856.1 XP_046615857.1	XP_046421129.1 XP_046421130.1	XP_046743226.1
OG_5875	XP_046476742.1 XP_046476744.1 XP_046476740.1 XP_046476741.1	XP_046592818.1 XP_046592819.1 XP_046592820.1 XP_015514624.2	XP_046615658.1 XP_046615659.1 XP_046615660.1 XP_046615661.1	XP_046420417.1 XP_046420418.1 XP_046420420.1 XP_046420415.1 XP_046420416.1	XP_046743935.1 XP_046743936.1 XP_046743937.1
OG_5876	XP_046476745.1 XP_046476746.1 XP_046476747.1 XP_046481190.1 XP_046481191.1 XP_046481192.1 XP_046481193.1 XP_046481189.1	XP_046595498.1 XP_046595499.1 XP_015512956.1 XP_015514584.2 XP_046592822.1 XP_046592821.1	XP_046615662.1 XP_046615663.1 XP_046615664.1 XP_046621859.1 XP_046621860.1 XP_046621861.1	XP_046427809.1 XP_046427810.1 XP_046420421.1 XP_046420422.1 XP_046420423.1	XP_046744064.1 XP_046744065.1
OG_5877	XP_046476748.1 XP_046476749.1 XP_046476750.1 XP_046476751.1 XP_046476752.1	XP_046592824.1 XP_015514587.1 XP_046592826.1 XP_046592825.1	XP_046615670.1 XP_046615671.1 XP_046615672.1 XP_046615673.1 XP_046615674.1	XP_046420425.1 XP_046420426.1 XP_046420427.1 XP_046420424.1	XP_046744066.1
OG_5878	XP_046476753.1 XP_046476754.1 XP_046476755.1	XP_046594737.1 XP_046594738.1 XP_046594739.1	XP_046617551.1 XP_046617552.1 XP_046617553.1	XP_046421065.1 XP_046421068.1 XP_046421069.1	XP_046742374.1 XP_046742375.1 XP_046742376.1
OG_5879	XP_046476762.1 XP_046476763.1 XP_046476764.1 XP_046476765.1 XP_046476766.1 XP_046476767.1 XP_046476768.1 XP_046476769.1	XP_046594694.1 XP_046594695.1 XP_046594696.1 XP_046594697.1 XP_046594698.1 XP_046594699.1 XP_046594700.1 XP_046594701.1 XP_046594702.1 XP_046594693.1	XP_046614325.1 XP_046614326.1 XP_046614327.1 XP_046614328.1 XP_046614329.1 XP_046614330.1 XP_046614331.1	XP_046420439.1 XP_046420441.1 XP_046420442.1 XP_046420443.1 XP_046420444.1 XP_046420445.1	XP_046743232.1 XP_046743233.1
OG_5880	XP_046476774.1 XP_046476775.1 XP_046476776.1 XP_046476777.1 XP_046476773.1	XP_046592844.1 XP_046592845.1 XP_046592846.1 XP_046592847.1 XP_015516074.1	XP_046614280.1 XP_046614281.1 XP_046614282.1 XP_046614284.1 XP_046614285.1	XP_046420408.1 XP_046420409.1 XP_046420411.1 XP_046420412.1 XP_046420413.1	XP_046742655.1 XP_046742656.1 XP_046742658.1
OG_5881	XP_046476779.1 XP_046476780.1 XP_046476781.1 XP_046476782.1 XP_046476783.1	XP_046592812.1 XP_046592813.1 XP_046592814.1 XP_046592815.1 XP_015520686.1 XP_015520688.1	XP_046614286.1 XP_046614287.1 XP_046614288.1 XP_046614289.1 XP_046614290.1	XP_046420562.1 XP_046420563.1 XP_046420564.1 XP_046420565.1 XP_046420566.1	XP_046740632.1 XP_046740633.1 XP_046740634.1 XP_046740635.1 XP_046740636.1
OG_5882	XP_046476784.1 XP_046476785.1 XP_046476786.1 XP_046476788.1 XP_046476789.1 XP_046476790.1 XP_046476791.1 XP_046476792.1	XP_046592838.1 XP_046592839.1 XP_046592840.1 XP_046592841.1 XP_015522808.2 XP_046592835.1 XP_046592836.1 XP_046592837.1	XP_046614310.1 XP_046614311.1 XP_046614313.1 XP_046614305.1 XP_046614306.1 XP_046614307.1 XP_046614308.1 XP_046614309.1	XP_046421349.1 XP_046421350.1 XP_046421351.1 XP_046421352.1 XP_046421353.1 XP_046421354.1 XP_046421355.1 XP_046421356.1	XP_046742012.1 XP_046742013.1 XP_046742014.1 XP_046742015.1 XP_046742016.1
OG_5883	XP_046476794.1 XP_046476795.1 XP_046476796.1 XP_046476797.1 XP_046476798.1 XP_046476800.1 XP_046476801.1	XP_046592831.1 XP_046592827.1 XP_046592828.1 XP_046592829.1 XP_015520124.1 XP_015520125.1 XP_015520128.1	XP_046614269.1 XP_046614270.1 XP_046614271.1 XP_046614272.1 XP_046614274.1 XP_046614275.1 XP_046614276.1	XP_046420464.1 XP_046420465.1 XP_046420466.1 XP_046420467.1 XP_046420468.1 XP_046420469.1 XP_046420470.1	XP_046742553.1
OG_5884	XP_046476802.1 XP_046476803.1 XP_046476804.1	XP_046592630.1 XP_046592631.1 XP_015512101.1	XP_046614314.1 XP_046614315.1 XP_046614316.1	XP_046420446.1 XP_046420447.1 XP_046420448.1	XP_046742810.1
OG_5885	XP_046476806.1 XP_046476805.1	XP_046592632.1 XP_015512095.1	XP_046614318.1 XP_046614317.1	XP_046420449.1 XP_046420450.1	XP_046742354.1
OG_5886	XP_046476814.1 XP_046476813.1	XP_015519868.2 XP_015519869.2	XP_046617692.1 XP_046617693.1	XP_046421665.1 XP_046421666.1	XP_046741339.1 XP_046741340.1
OG_5887	XP_046480167.1 XP_046476815.1 XP_046477649.1 XP_046479322.1 XP_046478501.1	XP_046588870.1 XP_046588781.1 XP_046588728.1 XP_046588923.1 XP_046588831.1	XP_046603115.1 XP_046603116.1 XP_046603118.1 XP_046603119.1 XP_046603120.1	XP_046436273.1 XP_046436274.1 XP_046436275.1 XP_046436276.1 XP_046436277.1	XP_046752542.1 XP_046752539.1 XP_046752540.1 XP_046752541.1
OG_5888	XP_046476831.1 XP_046476832.1 XP_046476833.1 XP_046476834.1 XP_046476835.1	XP_046592849.1 XP_046592850.1 XP_046592851.1 XP_046592852.1 XP_046592853.1	XP_046614319.1 XP_046614320.1 XP_046614322.1 XP_046614323.1 XP_046614324.1	XP_046420545.1 XP_046420546.1 XP_046420547.1 XP_046420548.1 XP_046420549.1	XP_046742382.1 XP_046742383.1
OG_5889	XP_046476838.1 XP_046476847.1	XP_015524899.1 XP_015524900.1	XP_046612556.1 XP_046612549.1	XP_046418036.1 XP_046418046.1	XP_046737014.1 XP_046737023.1
OG_5890	XP_046476840.1 XP_046476841.1 XP_046476842.1 XP_046476843.1 XP_046476844.1 XP_046476845.1 XP_046476846.1 XP_046476848.1 XP_046476849.1 XP_046476850.1	XP_046592902.1 XP_046592903.1 XP_046592904.1 XP_046592906.1 XP_046592907.1 XP_046592908.1 XP_015514585.2 XP_046592901.1	XP_046615641.1 XP_046615642.1 XP_046615643.1 XP_046615644.1 XP_046615645.1 XP_046615646.1 XP_046615647.1 XP_046615649.1	XP_046424148.1 XP_046424149.1 XP_046424150.1 XP_046424151.1 XP_046424152.1 XP_046424153.1 XP_046424154.1	XP_046741470.1 XP_046741467.1 XP_046741468.1 XP_046741469.1
OG_5891	XP_046476854.1 XP_046476855.1 XP_046476856.1 XP_046476857.1 XP_046476858.1 XP_046476859.1 XP_046476860.1 XP_046476861.1	XP_015514617.1 XP_046592910.1 XP_046592911.1 XP_046592912.1 XP_046592913.1 XP_046592914.1 XP_046592915.1 XP_046592916.1	XP_046617498.1 XP_046617499.1 XP_046617501.1 XP_046617502.1 XP_046617503.1 XP_046617504.1 XP_046617505.1 XP_046617506.1	XP_046424161.1 XP_046424162.1 XP_046424163.1 XP_046424164.1 XP_046424165.1 XP_046424166.1 XP_046424167.1 XP_046424160.1	XP_046743315.1 XP_046743316.1 XP_046743317.1 XP_046743318.1 XP_046743319.1 XP_046743320.1 XP_046743321.1 XP_046743322.1
OG_5892	XP_046476920.1 XP_046476919.1 XP_046476864.1	XP_015514613.1 XP_046592448.1 XP_015516756.2	XP_046615886.1 XP_046615887.1 XP_046615885.1	XP_046420649.1 XP_046420650.1 XP_046424171.1	XP_046743326.1 XP_046743327.1 XP_046743337.1
OG_5893	XP_046489105.1	XP_046600031.1	XP_046615924.1	XP_046432400.1 XP_046424177.1	XP_046743334.1
OG_5894	XP_046476870.1	XP_015514586.2			
